epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
11,0.7961599230766296,0.8810837268829346,0.0005000000237487257,0.427807092666626,0.815657913684845,0.7624730467796326,0.6447816491127014,0.8664754033088684,0.5790584683418274,0.5872489213943481,0.97496497631073
12,0.7979476451873779,0.8828784227371216,0.0005000000237487257,0.42544206976890564,0.81905198097229,0.7648741602897644,0.6668168902397156,0.8649044632911682,0.5718597769737244,0.6044369339942932,0.9658522009849548
13,0.8014159202575684,0.8836562633514404,0.0005000000237487257,0.42363837361335754,0.8239468932151794,0.7687980532646179,0.6564002633094788,0.8625820279121399,0.5688835978507996,0.5967312455177307,0.9652513265609741
14,0.807744562625885,0.8921871185302734,0.0005000000237487257,0.409225732088089,0.8288663029670715,0.7732988595962524,0.6668669581413269,0.8609529137611389,0.5847387313842773,0.6038758754730225,0.9704586267471313
15,0.8094250559806824,0.8926021456718445,0.0002500000118743628,0.40809738636016846,0.8283587694168091,0.7803534269332886,0.7132411599159241,0.8673801422119141,0.5294719338417053,0.6468560099601746,0.9395152926445007
16,0.8148955702781677,0.8980657458305359,0.0002500000118743628,0.3988116383552551,0.8357384204864502,0.7819030284881592,0.6389723420143127,0.866043210029602,0.5734872817993164,0.5832284092903137,0.9743641018867493
17,0.8190074563026428,0.9021887183189392,0.0002500000118743628,0.3905882239341736,0.8394099473953247,0.7876353859901428,0.7013221383094788,0.8701143264770508,0.5440187454223633,0.6329498887062073,0.9587422609329224
18,0.8145738244056702,0.8981557488441467,0.0002500000118743628,0.398174911737442,0.833650529384613,0.7848899960517883,0.7282652258872986,0.8711065649986267,0.5198795199394226,0.6641468405723572,0.9237933158874512
19,0.8164688348770142,0.8993929624557495,0.0002500000118743628,0.3966144025325775,0.8404150009155273,0.7836818695068359,0.5791265964508057,0.8512054681777954,0.6922692656517029,0.543466329574585,0.9903865456581116
20,0.8240489363670349,0.9034514427185059,0.0002500000118743628,0.3883635103702545,0.8460897207260132,0.7943792343139648,0.7693309187889099,0.8680061101913452,0.48422935605049133,0.7281594276428223,0.8597036004066467
21,0.8224042057991028,0.9046916961669922,0.0002500000118743628,0.3858708143234253,0.8434586524963379,0.7954335808753967,0.6694711446762085,0.8685831427574158,0.5549917817115784,0.6065583825111389,0.9650510549545288
22,0.8227617144584656,0.9063193202018738,0.0002500000118743628,0.3824467360973358,0.8414066433906555,0.7930687665939331,0.7160456776618958,0.8752569556236267,0.5199471712112427,0.6493632197380066,0.9395152926445007
23,0.8280892372131348,0.9095016717910767,0.0002500000118743628,0.3768218159675598,0.8500576019287109,0.7950025200843811,0.7206029891967773,0.875326931476593,0.5157304406166077,0.6529252529144287,0.9421189427375793
24,0.8263372182846069,0.9091323018074036,0.0002500000118743628,0.37777912616729736,0.847608208656311,0.7966174483299255,0.6136317849159241,0.8648672699928284,0.6083800196647644,0.5652323961257935,0.985279381275177
25,0.8272668719291687,0.9085595607757568,0.0001250000059371814,0.3789066970348358,0.8491126298904419,0.7963994741439819,0.6947115659713745,0.8816513419151306,0.5295935273170471,0.6267926692962646,0.9628480076789856
26,0.8316289782524109,0.913670003414154,0.0001250000059371814,0.3684248626232147,0.8544154763221741,0.8007556200027466,0.7321714758872986,0.8757500648498535,0.5119677782058716,0.6645614504814148,0.9378129243850708
27,0.83152174949646,0.9152534008026123,0.0001250000059371814,0.3648204803466797,0.8480993509292603,0.8037686944007874,0.64453125,0.8774651288986206,0.5693373084068298,0.5866538882255554,0.9789705872535706
28,0.8358123302459717,0.9149060249328613,0.0001250000059371814,0.3666769862174988,0.8582867383956909,0.8070748448371887,0.6725260615348816,0.8789013028144836,0.5415639877319336,0.6084030270576477,0.9686561226844788
29,0.8388872742652893,0.9196090698242188,6.25000029685907e-05,0.3556341826915741,0.8597412705421448,0.8092406988143921,0.6806390285491943,0.8811051845550537,0.5409355163574219,0.6147973537445068,0.9677548408508301
30,0.8351687788963318,0.9191920757293701,6.25000029685907e-05,0.3569736182689667,0.855775773525238,0.8060662150382996,0.6252503991127014,0.8755148649215698,0.5877515077590942,0.5729100108146667,0.9847787022590637
31,0.8378503918647766,0.9194030165672302,6.25000029685907e-05,0.3555436432361603,0.8595975637435913,0.8102003335952759,0.6665164232254028,0.8791903853416443,0.5589039921760559,0.6030732989311218,0.9746645092964172
32,0.8367419838905334,0.9204263091087341,6.25000029685907e-05,0.3542456328868866,0.8578264117240906,0.8074201345443726,0.6986678838729858,0.873613715171814,0.5384588241577148,0.6302934885025024,0.961345911026001
33,0.8364917039871216,0.9196608662605286,3.125000148429535e-05,0.3559364974498749,0.855957567691803,0.8123005032539368,0.6297075152397156,0.8726279735565186,0.5919073820114136,0.5759137868881226,0.9845784306526184
34,0.8413901329040527,0.9238905310630798,3.125000148429535e-05,0.34660765528678894,0.8607460260391235,0.8131773471832275,0.6587039232254028,0.8749780058860779,0.5645102262496948,0.5968244075775146,0.9786701202392578
35,0.8386369943618774,0.9217240810394287,3.125000148429535e-05,0.3510339558124542,0.8554672598838806,0.812841534614563,0.6426281929016113,0.8702898025512695,0.5872378349304199,0.5850847959518433,0.9812737703323364
36,0.842784583568573,0.9222051501274109,3.125000148429535e-05,0.3505357503890991,0.8666666746139526,0.8123844861984253,0.6607571840286255,0.8763083815574646,0.556490957736969,0.5988307595252991,0.9744642376899719
37,0.8433209657669067,0.9234805107116699,1.5625000742147677e-05,0.34764087200164795,0.8605108261108398,0.8178684115409851,0.6327123641967773,0.8735904693603516,0.5869350433349609,0.5780550837516785,0.9833767414093018
